id,sex,deg,yrdeg,field,startyr,first_associate_year,ever_promoted,associate_cohort_bin,assoc_year_centered,promotion_year,associate_year_before_promotion,salary_before_promotion,salary_at_promotion,salary_change_at_promotion
1617,F,Other,75,Prof,75,79,1,"(75, 80]",-5.300813008130078,86,85.0,4378.0,4914.0,536.0
1620,F,Other,65,Other,71,77,1,"(75, 80]",-7.300813008130078,82,81.0,2920.0,3275.0,355.0
1629,F,Other,79,Other,80,84,1,"(80, 85]",-0.3008130081300777,89,,,4780.0,
1631,M,Other,65,Other,72,79,1,"(75, 80]",-5.300813008130078,95,94.0,6313.0,6781.0,468.0
1636,M,Prof,69,Other,69,76,1,"(75, 80]",-8.300813008130078,79,78.0,3290.0,3642.0,352.0
1638,M,Prof,78,Other,78,84,1,"(80, 85]",-0.3008130081300777,91,90.0,5855.0,6396.0,541.0
1643,M,Prof,72,Other,79,83,1,"(80, 85]",-1.3008130081300777,88,87.0,5155.0,5538.0,383.0
1644,M,Prof,75,Other,79,79,1,"(75, 80]",-5.300813008130078,85,84.0,4631.0,4766.0,135.0
1646,M,Prof,77,Other,84,89,1,"(85, 90]",4.699186991869922,95,88.0,4102.0,6128.0,2026.0
1649,M,Prof,71,Other,75,76,1,"(75, 80]",-8.300813008130078,79,,,3604.0,
1654,M,Prof,71,Other,72,76,1,"(75, 80]",-8.300813008130078,92,91.0,7171.0,7593.0,422.0
1656,M,Prof,74,Other,74,77,1,"(75, 80]",-7.300813008130078,84,,,4374.0,
1664,M,Prof,68,Other,71,76,1,"(75, 80]",-8.300813008130078,80,79.0,2917.0,3267.0,350.0
1665,M,Prof,57,Other,79,79,1,"(75, 80]",-5.300813008130078,83,,,3813.0,
1672,M,Prof,74,Other,78,81,1,"(80, 85]",-3.3008130081300777,86,81.0,3132.0,3962.0,830.0
1676,M,Prof,78,Other,83,88,1,"(85, 90]",3.6991869918699223,94,93.0,5787.0,6513.0,726.0
1677,M,Prof,72,Other,74,79,1,"(75, 80]",-5.300813008130078,86,85.0,4835.0,5122.0,287.0
1686,M,Prof,71,Prof,75,76,1,"(75, 80]",-8.300813008130078,88,79.0,2759.0,4473.0,1714.0
1689,M,Prof,73,Prof,75,78,1,"(75, 80]",-6.300813008130078,81,,,4358.0,
1690,M,Prof,67,Prof,76,76,1,"(75, 80]",-8.300813008130078,82,,,4420.0,
1692,F,Prof,75,Prof,84,84,1,"(80, 85]",-0.3008130081300777,85,,,5349.0,
1696,F,Prof,70,Prof,72,76,1,"(75, 80]",-8.300813008130078,78,77.0,2577.0,2889.0,312.0
1698,M,Prof,76,Prof,81,82,1,"(80, 85]",-2.3008130081300777,86,85.0,5052.0,6265.0,1213.0
1718,M,Prof,56,Other,76,76,1,"(75, 80]",-8.300813008130078,87,86.0,5122.0,5698.0,576.0
1719,M,Prof,71,Prof,74,77,1,"(75, 80]",-7.300813008130078,80,79.0,3500.0,3862.687,362.6869999999999
1724,M,Prof,77,Other,83,87,1,"(85, 90]",2.6991869918699223,92,,,5388.0,
1726,M,Prof,77,Other,78,84,1,"(80, 85]",-0.3008130081300777,94,92.0,4604.0,5016.0,412.0
1729,M,Prof,70,Other,71,76,1,"(75, 80]",-8.300813008130078,88,,,4869.0,
1739,M,Prof,76,Other,85,85,1,"(80, 85]",0.6991869918699223,93,86.0,3849.0,5388.0,1539.0
1746,M,Prof,73,Other,76,81,1,"(80, 85]",-3.3008130081300777,86,85.0,5120.0,5424.0,304.0
1748,M,Prof,79,Other,88,88,1,"(85, 90]",3.6991869918699223,95,94.0,5311.0,5787.0,476.0
1752,M,Other,70,Arts,87,90,1,"(85, 90]",5.699186991869922,94,93.0,5631.0,5794.0,163.0
1756,M,Other,60,Other,77,77,1,"(75, 80]",-7.300813008130078,84,78.0,1656.716,3688.0,2031.284
1757,F,Other,69,Other,82,82,1,"(80, 85]",-2.3008130081300777,87,86.0,3799.0,4105.0,306.0
1764,M,Other,71,Other,77,84,1,"(80, 85]",-0.3008130081300777,87,86.0,3487.0,4105.0,618.0
1765,M,Other,55,Arts,68,76,1,"(75, 80]",-8.300813008130078,81,,,2797.5,
1766,M,Other,55,Arts,68,76,1,"(75, 80]",-8.300813008130078,78,77.0,2216.0,2256.0,40.0
1770,M,Other,51,Other,64,76,1,"(75, 80]",-8.300813008130078,82,,,3322.0,
