case,id,sex,deg,yrdeg,field,startyr,year,rank,admin,salary,rank_order
7962,719,M,PhD,57,Other,63,78,Full,0,3481.0,3
7963,719,M,PhD,57,Other,63,79,Full,0,4242.0,3
7964,719,M,PhD,57,Other,63,80,Full,0,4586.0,3
7965,719,M,PhD,57,Other,63,81,Full,0,5149.0,3
7966,719,M,PhD,57,Other,63,82,Full,0,5375.0,3
7967,719,M,PhD,57,Other,63,83,Full,0,5155.0,3
7968,719,M,PhD,57,Other,63,84,Full,0,5664.0,3
7969,719,M,PhD,57,Other,63,85,Full,0,5664.0,3
7970,719,M,PhD,57,Other,63,86,Full,0,6447.0,3
7971,719,M,PhD,57,Other,63,87,Full,0,6771.0,3
7972,719,M,PhD,57,Other,63,88,Full,0,6967.0,3
7973,719,M,PhD,57,Other,63,89,Full,0,7455.0,3
7974,719,M,PhD,57,Other,63,90,Full,0,7692.0,3
7975,719,M,PhD,57,Other,63,91,Full,0,7935.0,3
7976,719,M,PhD,57,Other,63,92,Full,0,8049.0,3
7977,719,M,PhD,57,Other,63,93,Full,0,8283.0,3
7978,719,M,PhD,57,Other,63,94,Full,0,8283.0,3
7979,719,M,PhD,57,Other,63,95,Full,0,8523.0,3
7980,720,M,PhD,66,Arts,66,76,Assoc,0,1910.0,2
7981,720,M,PhD,66,Arts,66,77,Assoc,0,2058.0,2
7982,720,M,PhD,66,Arts,66,78,Assoc,0,2136.0,2
7983,720,M,PhD,66,Arts,66,79,Assoc,0,2369.0,2
7984,720,M,PhD,66,Arts,66,80,Full,0,2673.134,3
7985,720,M,PhD,66,Arts,66,81,Full,0,3005.0,3
7986,720,M,PhD,66,Arts,66,82,Full,0,3005.0,3
7987,720,M,PhD,66,Arts,66,84,Full,1,3581.0,3
7988,720,M,PhD,66,Arts,66,85,Full,1,3581.0,3
7989,720,M,PhD,66,Arts,66,86,Full,1,4076.0,3
7990,720,M,PhD,66,Arts,66,87,Full,1,4076.0,3
7991,720,M,PhD,66,Arts,66,88,Full,0,5087.0,3
7992,720,M,PhD,66,Arts,66,89,Full,0,5522.0,3
7993,720,M,PhD,66,Arts,66,90,Full,0,5698.0,3
7994,720,M,PhD,66,Arts,66,91,Full,0,5962.0,3
7995,720,M,PhD,66,Arts,66,92,Full,0,6135.0,3
7996,720,M,PhD,66,Arts,66,93,Full,0,6313.0,3
7997,720,M,PhD,66,Arts,66,94,Full,0,6313.0,3
7998,720,M,PhD,66,Arts,66,95,Full,0,6590.0,3
7999,721,M,PhD,65,Other,67,76,Assoc,0,2053.0,2
8000,721,M,PhD,65,Other,67,77,Assoc,0,2296.0,2
8001,721,M,PhD,65,Other,67,78,Full,0,2460.0,3
8002,721,M,PhD,65,Other,67,79,Full,0,2759.0,3
8003,721,M,PhD,65,Other,67,80,Full,0,3011.0,3
8004,721,M,PhD,65,Other,67,81,Full,0,3417.0,3
8005,721,M,PhD,65,Other,67,82,Full,0,4773.0,3
8006,721,M,PhD,65,Other,67,83,Full,0,3658.0,3
8007,721,M,PhD,65,Other,67,84,Full,0,4256.0,3
8008,721,M,PhD,65,Other,67,85,Full,1,4378.0,3
8009,721,M,PhD,65,Other,67,86,Full,1,5203.0,3
8010,721,M,PhD,65,Other,67,87,Full,1,5464.0,3
8011,721,M,PhD,65,Other,67,88,Full,1,5786.0,3
8012,721,M,PhD,65,Other,67,89,Full,1,6370.0,3
8013,721,M,PhD,65,Other,67,90,Full,0,6764.0,3
8014,721,M,PhD,65,Other,67,91,Full,0,7180.0,3
8015,721,M,PhD,65,Other,67,92,Full,0,7388.0,3
8016,721,M,PhD,65,Other,67,93,Full,0,7602.0,3
8017,721,M,PhD,65,Other,67,94,Full,0,7602.0,3
8018,721,M,PhD,65,Other,67,95,Full,0,8049.0,3
8019,722,M,PhD,77,Other,76,76,Assist,0,1322.0,1
8020,722,M,PhD,77,Other,76,77,Assist,0,1466.0,1
8021,722,M,PhD,77,Other,76,78,Assist,0,1536.0,1
8022,722,M,PhD,77,Other,76,79,Assist,0,1688.0,1
8023,722,M,PhD,77,Other,76,80,Assist,0,1835.0,1
8024,722,M,PhD,77,Other,76,81,Assist,0,2102.0,1
8025,722,M,PhD,77,Other,76,82,Assist,0,2102.0,1
8026,722,M,PhD,77,Other,76,83,Assoc,0,2671.0,2
8027,722,M,PhD,77,Other,76,84,Assoc,0,2892.0,2
8028,722,M,PhD,77,Other,76,85,Assoc,0,2892.0,2
8029,722,M,PhD,77,Other,76,86,Assoc,0,3155.0,2
8030,722,M,PhD,77,Other,76,87,Assoc,0,3313.0,2
8031,722,M,PhD,77,Other,76,88,Assoc,0,3508.0,2
8032,722,M,PhD,77,Other,76,89,Assoc,0,3754.0,2
8033,722,M,PhD,77,Other,76,90,Assoc,0,3986.0,2
8034,722,M,PhD,77,Other,76,91,Assoc,0,4112.0,2
8035,722,M,PhD,77,Other,76,92,Assoc,0,4231.0,2
8036,722,M,PhD,77,Other,76,93,Assoc,0,4292.0,2
8037,722,M,PhD,77,Other,76,94,Assoc,0,4292.0,2
8038,722,M,PhD,77,Other,76,95,Full,0,4812.0,3
8039,723,M,PhD,88,Other,88,88,Assist,0,3085.0,1
8040,723,M,PhD,88,Other,88,89,Assist,0,3117.0,1
8041,723,M,PhD,88,Other,88,90,Assist,0,3310.0,1
8042,723,M,PhD,88,Other,88,91,Assist,0,3463.0,1
8043,723,M,PhD,88,Other,88,92,Assist,0,3615.0,1
8044,723,M,PhD,88,Other,88,93,Assist,0,3774.0,1
8045,723,M,PhD,88,Other,88,94,Assoc,0,3939.0,2
8046,723,M,PhD,88,Other,88,95,Assoc,0,4292.0,2
8047,724,F,PhD,70,Other,74,76,Assist,0,1882.0,1
8048,724,F,PhD,70,Other,74,77,Assist,0,2051.515,1
8049,724,F,PhD,70,Other,74,78,Assist,1,2142.0,1
8050,724,F,PhD,70,Other,74,79,Assist,1,2368.0,1
8051,724,F,PhD,70,Other,74,80,Assist,1,2547.0,1
8052,724,F,PhD,70,Other,74,81,Assoc,1,3032.836,2
8053,724,F,PhD,70,Other,74,82,Assoc,0,3228.0,2
8054,724,F,PhD,70,Other,74,83,Assoc,0,3406.0,2
8055,724,F,PhD,70,Other,74,84,Assoc,0,3586.0,2
8056,724,F,PhD,70,Other,74,85,Assoc,0,3586.0,2
8057,724,F,PhD,70,Other,74,86,Assoc,0,3692.0,2
8058,724,F,PhD,70,Other,74,87,Assoc,1,3877.0,2
8059,724,F,PhD,70,Other,74,88,Assoc,0,4047.0,2
8060,724,F,PhD,70,Other,74,89,Assoc,0,4330.0,2
8061,724,F,PhD,70,Other,74,90,Assoc,0,4533.0,2
8062,724,F,PhD,70,Other,74,91,Assoc,0,4743.0,2
8063,724,F,PhD,70,Other,74,92,Assoc,0,5022.0,2
8064,724,F,PhD,70,Other,74,93,Assoc,0,5168.0,2
8065,724,F,PhD,70,Other,74,94,Assoc,0,5168.0,2
8066,724,F,PhD,70,Other,74,95,Assoc,0,5318.0,2
8067,725,M,PhD,69,Other,75,76,Assoc,0,1803.0,2
8068,725,M,PhD,69,Other,75,77,Assoc,0,2058.0,2
8069,725,M,PhD,69,Other,75,78,Assoc,0,2176.0,2
8070,725,M,PhD,69,Other,75,79,Assoc,0,2369.0,2
8071,725,M,PhD,69,Other,75,80,Assoc,0,2552.0,2
8072,725,M,PhD,69,Other,75,81,Assoc,0,2758.0,2
8073,725,M,PhD,69,Other,75,82,Assoc,0,2758.0,2
8074,725,M,PhD,69,Other,75,83,Assoc,0,2910.0,2
8075,725,M,PhD,69,Other,75,84,Assoc,0,3197.0,2
8076,725,M,PhD,69,Other,75,85,Assoc,0,3197.0,2
8077,725,M,PhD,69,Other,75,86,Assoc,0,3293.0,2
8078,725,M,PhD,69,Other,75,87,Assoc,0,3458.0,2
8079,725,M,PhD,69,Other,75,88,Assoc,0,3559.0,2
8080,725,M,PhD,69,Other,75,89,Assoc,0,3754.0,2
8081,725,M,PhD,69,Other,75,90,Assoc,0,3929.0,2
8082,725,M,PhD,69,Other,75,91,Assoc,0,4231.0,2
8083,725,M,PhD,69,Other,75,92,Assoc,0,4544.0,2
8084,725,M,PhD,69,Other,75,93,Assoc,0,4610.0,2
8085,725,M,PhD,69,Other,75,94,Assoc,0,4610.0,2
8086,725,M,PhD,69,Other,75,95,Assoc,0,4812.0,2
8087,726,F,PhD,80,Other,86,86,Assist,0,1938.0,1
8088,726,F,PhD,80,Other,86,87,Assist,0,3409.0,1
8089,726,F,PhD,80,Other,86,88,Assist,0,3409.0,1
8090,726,F,PhD,80,Other,86,89,Assist,0,3754.0,1
8091,726,F,PhD,80,Other,86,90,Assist,0,4043.0,1
8092,726,F,PhD,80,Other,86,91,Assist,0,4292.0,1
8093,726,F,PhD,80,Other,86,92,Assoc,0,4610.0,2
8094,726,F,PhD,80,Other,86,93,Assoc,0,4743.0,2
8095,726,F,PhD,80,Other,86,94,Assoc,0,4743.0,2
8096,726,F,PhD,80,Other,86,95,Assoc,1,5095.0,2
8097,727,M,PhD,62,Other,72,76,Full,0,2923.0,3
8098,727,M,PhD,62,Other,72,77,Full,0,3254.0,3
8099,727,M,PhD,62,Other,72,78,Full,0,3449.254,3
8100,727,M,PhD,62,Other,72,79,Full,0,3862.0,3
8101,727,M,PhD,62,Other,72,80,Full,0,4183.0,3
8102,727,M,PhD,62,Other,72,81,Full,0,4548.0,3
8103,727,M,PhD,62,Other,72,82,Full,0,4548.0,3
8104,727,M,PhD,62,Other,72,83,Full,0,4798.0,3
8105,727,M,PhD,62,Other,72,84,Full,0,5052.0,3
8106,727,M,PhD,62,Other,72,85,Full,0,5052.0,3
8107,727,M,PhD,62,Other,72,86,Full,0,5203.0,3
8108,727,M,PhD,62,Other,72,87,Full,0,5464.0,3
8109,727,M,PhD,62,Other,72,88,Full,0,5543.0,3
8110,727,M,PhD,62,Other,72,89,Full,0,5931.0,3
8111,727,M,PhD,62,Other,72,90,Full,0,6120.0,3
8112,727,M,PhD,62,Other,72,91,Full,0,6878.0,3
8113,727,M,PhD,62,Other,72,92,Full,0,7283.0,3
8114,727,M,PhD,62,Other,72,93,Full,0,7494.0,3
8115,727,M,PhD,62,Other,72,94,Full,0,7494.0,3
8116,727,M,PhD,62,Other,72,95,Full,0,7688.0,3
8117,728,M,PhD,85,Prof,85,85,Assist,0,3962.0,1
8118,728,M,PhD,85,Prof,85,86,Assist,0,4081.0,1
8119,728,M,PhD,85,Prof,85,87,Assist,0,4285.0,1
8120,728,M,PhD,85,Prof,85,88,Assist,0,4538.0,1
8121,728,M,PhD,85,Prof,85,89,Assist,0,4855.0,1
8122,728,M,PhD,85,Prof,85,90,Assoc,0,5780.0,2
8123,728,M,PhD,85,Prof,85,91,Assoc,0,6135.0,2
8124,728,M,PhD,85,Prof,85,92,Assoc,0,6313.0,2
8125,728,M,PhD,85,Prof,85,93,Assoc,0,6590.0,2
8126,728,M,PhD,85,Prof,85,94,Assoc,0,6590.0,2
8127,728,M,PhD,85,Prof,85,95,Assoc,0,6781.0,2
8128,729,M,PhD,69,Other,70,76,Assoc,0,1743.0,2
8129,729,M,PhD,69,Other,70,77,Assoc,0,1942.0,2
8130,729,M,PhD,69,Other,70,78,Assoc,0,2058.0,2
8131,729,M,PhD,69,Other,70,79,Assoc,0,2369.0,2
8132,729,M,PhD,69,Other,70,80,Full,0,2642.0,3
8133,729,M,PhD,69,Other,70,81,Full,0,2962.0,3
8134,729,M,PhD,69,Other,70,82,Full,0,3048.0,3
8135,729,M,PhD,69,Other,70,83,Full,0,3357.0,3
8136,729,M,PhD,69,Other,70,84,Full,0,3688.0,3
8137,729,M,PhD,69,Other,70,85,Full,0,3688.0,3
8138,729,M,PhD,69,Other,70,86,Full,0,4575.0,3
8139,729,M,PhD,69,Other,70,87,Full,0,4805.0,3
8140,729,M,PhD,69,Other,70,88,Full,0,4944.0,3
8141,729,M,PhD,69,Other,70,89,Full,0,5366.0,3
8142,729,M,PhD,69,Other,70,90,Full,0,5617.0,3
8143,729,M,PhD,69,Other,70,91,Full,0,5878.0,3
8144,729,M,PhD,69,Other,70,92,Full,0,6048.0,3
8145,729,M,PhD,69,Other,70,93,Full,0,6223.0,3
8146,729,M,PhD,69,Other,70,94,Full,0,6223.0,3
8147,729,M,PhD,69,Other,70,95,Full,0,6404.0,3
8148,731,M,PhD,78,Other,79,79,Assist,0,1392.0,1
8149,731,M,PhD,78,Other,79,80,Assist,0,1580.0,1
8150,731,M,PhD,78,Other,79,81,Assist,0,1954.0,1
8151,731,M,PhD,78,Other,79,82,Assist,0,2040.0,1
8152,731,M,PhD,78,Other,79,83,Assist,0,2448.0,1
8153,731,M,PhD,78,Other,79,84,Assist,0,2577.0,1
8154,731,M,PhD,78,Other,79,85,Assoc,0,2651.0,2
8155,731,M,PhD,78,Other,79,86,Assoc,0,2933.0,2
8156,731,M,PhD,78,Other,79,87,Assoc,0,3082.0,2
8157,731,M,PhD,78,Other,79,88,Assoc,0,3171.0,2
8158,731,M,PhD,78,Other,79,89,Assoc,0,3374.627,2
8159,731,M,PhD,78,Other,79,90,Assoc,0,3551.0,2
8160,731,M,PhD,78,Other,79,91,Assoc,0,3715.0,2
8161,731,M,PhD,78,Other,79,92,Assoc,0,3823.0,2
8162,731,M,PhD,78,Other,79,93,Assoc,0,3934.0,2
8163,731,M,PhD,78,Other,79,94,Assoc,0,3934.0,2
8164,731,M,PhD,78,Other,79,95,Assoc,0,5122.0,2
8165,732,M,PhD,68,Other,66,76,Assoc,0,2438.75,2
8166,732,M,PhD,68,Other,66,77,Assoc,0,2670.0,2
8167,732,M,PhD,68,Other,66,78,Full,0,2897.0,3
8168,732,M,PhD,68,Other,66,79,Full,0,3342.0,3
8169,732,M,PhD,68,Other,66,80,Full,0,3619.0,3
8170,732,M,PhD,68,Other,66,81,Full,0,4120.0,3
8171,732,M,PhD,68,Other,66,82,Full,0,4120.0,3
8172,732,M,PhD,68,Other,66,83,Full,0,4597.0,3
8173,732,M,PhD,68,Other,66,84,Full,0,4841.0,3
8174,732,M,PhD,68,Other,66,85,Full,0,4841.0,3
8175,732,M,PhD,68,Other,66,86,Full,0,5354.0,3
8176,732,M,PhD,68,Other,66,87,Full,0,5623.0,3
8177,732,M,PhD,68,Other,66,88,Full,0,5623.0,3
8178,732,M,PhD,68,Other,66,89,Full,0,6103.0,3
8179,732,M,PhD,68,Other,66,90,Full,0,6480.0,3
8180,732,M,PhD,68,Other,66,91,Full,0,7078.0,3
8181,732,M,PhD,68,Other,66,92,Full,0,7388.0,3
8182,732,M,PhD,68,Other,66,93,Full,0,7602.0,3
8183,732,M,PhD,68,Other,66,94,Full,0,7602.0,3
8184,732,M,PhD,68,Other,66,95,Full,0,7822.0,3
8185,733,M,PhD,60,Other,68,76,Full,0,2446.0,3
8186,733,M,PhD,60,Other,68,77,Full,0,2671.0,3
8187,733,M,PhD,60,Other,68,78,Full,0,2844.0,3
8188,733,M,PhD,60,Other,68,79,Full,0,3172.0,3
8189,733,M,PhD,60,Other,68,80,Full,0,3447.0,3
8190,733,M,PhD,60,Other,68,81,Full,1,3818.0,3
8191,733,M,PhD,60,Other,68,82,Full,1,4474.0,3
8192,733,M,PhD,60,Other,68,83,Full,1,5169.0,3
8193,733,M,PhD,60,Other,68,84,Full,0,5427.0,3
8194,733,M,PhD,60,Other,68,85,Full,0,5427.0,3
8195,733,M,PhD,60,Other,68,86,Full,0,5917.0,3
8196,733,M,PhD,60,Other,68,87,Full,0,6214.0,3
8197,733,M,PhD,60,Other,68,88,Full,0,6304.0,3
8198,733,M,PhD,60,Other,68,89,Full,0,6745.0,3
8199,733,M,PhD,60,Other,68,90,Full,0,7060.0,3
8200,733,M,PhD,60,Other,68,91,Full,0,7388.0,3
8201,733,M,PhD,60,Other,68,92,Full,0,7494.0,3
8202,733,M,PhD,60,Other,68,93,Full,0,7712.0,3
8203,733,M,PhD,60,Other,68,94,Full,0,7712.0,3
8204,733,M,PhD,60,Other,68,95,Full,0,8049.0,3
8205,734,M,PhD,72,Other,85,85,Full,0,3194.0,3
8206,734,M,PhD,72,Other,85,86,Full,0,3688.0,3
8207,734,M,PhD,72,Other,85,87,Full,0,3873.494,3
8208,734,M,PhD,72,Other,85,88,Full,0,3985.542,3
8209,734,M,PhD,72,Other,85,89,Full,0,4387.273,3
8210,734,M,PhD,72,Other,85,90,Full,0,4725.455,3
8211,734,M,PhD,72,Other,85,91,Full,0,5016.364,3
8212,734,M,PhD,72,Other,85,92,Full,0,5236.364,3
8213,734,M,PhD,72,Other,85,93,Full,0,5387.5,3
8214,734,M,PhD,72,Other,85,94,Full,0,5387.5,3
8215,734,M,PhD,72,Other,85,95,Full,0,5465.0,3
8216,735,F,PhD,93,Arts,91,91,Assist,0,3996.0,1
8217,735,F,PhD,93,Arts,91,92,Assist,0,3996.0,1
8218,735,F,PhD,93,Arts,91,93,Assist,0,4112.0,1
8219,735,F,PhD,93,Arts,91,94,Assist,0,4112.0,1
8220,735,F,PhD,93,Arts,91,95,Assist,0,4231.0,1
8221,737,F,PhD,83,Other,94,94,Assist,0,4106.0,1
8222,737,F,PhD,83,Other,94,95,Assist,0,4165.0,1
8223,738,M,PhD,69,Other,69,76,Full,0,2459.701,3
8224,738,M,PhD,69,Other,69,77,Full,0,2779.0,3
8225,738,M,PhD,69,Other,69,78,Full,0,2932.0,3
8226,738,M,PhD,69,Other,69,79,Full,0,3267.0,3
8227,738,M,PhD,69,Other,69,80,Full,0,3633.0,3
8228,738,M,PhD,69,Other,69,81,Full,0,4116.0,3
8229,738,M,PhD,69,Other,69,82,Full,0,4111.0,3
8230,738,M,PhD,69,Other,69,83,Full,0,4527.0,3
8231,738,M,PhD,69,Other,69,84,Full,0,4975.0,3
8232,738,M,PhD,69,Other,69,85,Full,0,4975.0,3
8233,738,M,PhD,69,Other,69,86,Full,0,5743.0,3
8234,738,M,PhD,69,Other,69,87,Full,0,6033.0,3
8235,738,M,PhD,69,Other,69,88,Full,0,6771.0,3
8236,738,M,PhD,69,Other,69,89,Full,0,7349.0,3
8237,738,M,PhD,69,Other,69,90,Full,0,7803.0,3
8238,738,M,PhD,69,Other,69,91,Full,0,10000.0,3
8239,738,M,PhD,69,Other,69,92,Full,0,10000.0,3
8240,738,M,PhD,69,Other,69,93,Full,0,10263.0,3
8241,738,M,PhD,69,Other,69,94,Full,0,10263.0,3
8242,738,M,PhD,69,Other,69,95,Full,0,10713.0,3
8243,739,M,PhD,66,Prof,65,76,Full,0,2446.0,3
8244,739,M,PhD,66,Prof,65,77,Full,0,2757.0,3
8245,739,M,PhD,66,Prof,65,78,Full,0,2976.0,3
8246,739,M,PhD,66,Prof,65,79,Full,0,3362.0,3
8247,739,M,PhD,66,Prof,65,80,Full,0,3647.0,3
8248,739,M,PhD,66,Prof,65,81,Full,1,4296.0,3
8249,739,M,PhD,66,Prof,65,82,Full,1,4485.0,3
8250,739,M,PhD,66,Prof,65,83,Full,1,4938.0,3
8251,739,M,PhD,66,Prof,65,84,Full,1,5904.0,3
8252,739,M,PhD,66,Prof,65,85,Full,1,5904.0,3
8253,739,M,PhD,66,Prof,65,86,Full,1,6532.0,3
8254,739,M,PhD,66,Prof,65,87,Full,1,6532.0,3
8255,739,M,PhD,66,Prof,65,88,Full,1,7057.0,3
8256,739,M,PhD,66,Prof,65,89,Full,1,7750.0,3
8257,739,M,PhD,66,Prof,65,90,Full,1,8293.0,3
8258,739,M,PhD,66,Prof,65,91,Full,1,8791.0,3
8259,739,M,PhD,66,Prof,65,92,Full,1,9064.0,3
8260,739,M,PhD,66,Prof,65,93,Full,0,10136.0,3
8261,739,M,PhD,66,Prof,65,94,Full,0,10136.0,3
8262,739,M,PhD,66,Prof,65,95,Full,0,10411.0,3
8263,740,M,PhD,72,Other,89,89,Full,0,6649.0,3
8264,740,M,PhD,72,Other,89,90,Full,1,6764.0,3
8265,740,M,PhD,72,Other,89,91,Full,1,7180.0,3
8266,740,M,PhD,72,Other,89,92,Full,1,7494.0,3
8267,740,M,PhD,72,Other,89,93,Full,1,8402.0,3
8268,740,M,PhD,72,Other,89,94,Full,0,8402.0,3
8269,740,M,PhD,72,Other,89,95,Full,0,8523.0,3
8270,742,M,PhD,71,Other,75,76,Assoc,0,2188.0,2
8271,742,M,PhD,71,Other,75,77,Assoc,0,2472.0,2
8272,742,M,PhD,71,Other,75,78,Assoc,0,2617.0,2
8273,742,M,PhD,71,Other,75,79,Assoc,0,2896.0,2
8274,742,M,PhD,71,Other,75,80,Assoc,0,3528.0,2
8275,742,M,PhD,71,Other,75,81,Full,0,4053.0,3
8276,742,M,PhD,71,Other,75,82,Full,0,4169.0,3
8277,742,M,PhD,71,Other,75,83,Full,1,4659.0,3
8278,742,M,PhD,71,Other,75,84,Full,1,5267.0,3
8279,742,M,PhD,71,Other,75,85,Full,0,5267.0,3
8280,742,M,PhD,71,Other,75,86,Full,0,5424.0,3
8281,742,M,PhD,71,Other,75,87,Full,1,6388.0,3
8282,742,M,PhD,71,Other,75,88,Full,1,6573.0,3
8283,742,M,PhD,71,Other,75,89,Full,1,7032.0,3
8284,742,M,PhD,71,Other,75,90,Full,1,7360.0,3
8285,742,M,PhD,71,Other,75,91,Full,1,7925.0,3
8286,742,M,PhD,71,Other,75,92,Full,1,8155.0,3
8287,742,M,PhD,71,Other,75,93,Full,1,8392.0,3
8288,742,M,PhD,71,Other,75,94,Full,1,8392.0,3
8289,742,M,PhD,71,Other,75,95,Full,1,8635.0,3
8290,743,M,PhD,85,Other,88,88,Assist,0,2559.0,1
8291,743,M,PhD,85,Other,88,89,Assist,0,2660.0,1
8292,743,M,PhD,85,Other,88,90,Assist,0,2907.0,1
8293,743,M,PhD,85,Other,88,91,Assist,0,3175.0,1
8294,743,M,PhD,85,Other,88,92,Assist,0,3559.0,1
8295,743,M,PhD,85,Other,88,93,Assist,0,3991.0,1
8296,743,M,PhD,85,Other,88,94,Assoc,0,4106.0,2
8297,743,M,PhD,85,Other,88,95,Assoc,0,4411.0,2
8298,744,M,PhD,76,Other,79,79,Assist,0,1889.0,1
8299,744,M,PhD,76,Other,79,80,Assist,0,2079.0,1
8300,744,M,PhD,76,Other,79,81,Assist,0,2290.0,1
8301,744,M,PhD,76,Other,79,82,Assist,0,2391.0,1
8302,744,M,PhD,76,Other,79,84,Assist,0,3020.0,1
8303,744,M,PhD,76,Other,79,85,Assoc,0,3337.0,2
8304,744,M,PhD,76,Other,79,86,Assoc,0,3487.0,2
8305,744,M,PhD,76,Other,79,87,Assoc,0,3662.0,2
8306,744,M,PhD,76,Other,79,88,Assoc,0,3768.0,2
8307,744,M,PhD,76,Other,79,89,Assoc,0,4032.0,2
8308,744,M,PhD,76,Other,79,90,Assoc,0,4220.0,2
8309,744,M,PhD,76,Other,79,91,Assoc,0,4480.0,2
8310,744,M,PhD,76,Other,79,92,Assoc,0,4743.0,2
8311,744,M,PhD,76,Other,79,93,Full,0,5168.0,3
8312,744,M,PhD,76,Other,79,94,Full,0,5168.0,3
8313,744,M,PhD,76,Other,79,95,Full,0,5551.0,3
8314,745,M,PhD,83,Other,91,91,Assoc,0,7180.0,2
8315,745,M,PhD,83,Other,91,92,Assoc,0,7180.0,2
8316,745,M,PhD,83,Other,91,93,Assoc,0,7494.0,2
8317,745,M,PhD,83,Other,91,94,Full,0,7712.0,3
8318,745,M,PhD,83,Other,91,95,Full,0,9154.0,3
8319,746,M,PhD,62,Prof,81,81,Full,1,5500.0,3
8320,746,M,PhD,62,Prof,81,82,Full,1,5500.0,3
8321,746,M,PhD,62,Prof,81,83,Full,1,6199.0,3
8322,746,M,PhD,62,Prof,81,84,Full,1,6715.0,3
8323,746,M,PhD,62,Prof,81,85,Full,1,6715.0,3
8324,746,M,PhD,62,Prof,81,86,Full,1,7754.0,3
8325,746,M,PhD,62,Prof,81,87,Full,1,7754.0,3
8326,746,M,PhD,62,Prof,81,88,Full,1,8529.0,3
8327,746,M,PhD,62,Prof,81,89,Full,1,9160.0,3
8328,746,M,PhD,62,Prof,81,90,Full,1,9893.0,3
8329,746,M,PhD,62,Prof,81,91,Full,1,10487.0,3
8330,746,M,PhD,62,Prof,81,92,Full,1,11123.0,3
8331,746,M,PhD,62,Prof,81,93,Full,1,11401.0,3
8332,746,M,PhD,62,Prof,81,94,Full,1,11401.0,3
8333,746,M,PhD,62,Prof,81,95,Full,1,11857.0,3
8334,747,F,PhD,71,Other,77,77,Assist,0,1834.0,1
8335,747,F,PhD,71,Other,77,78,Assist,0,1980.0,1
8336,747,F,PhD,71,Other,77,79,Assist,0,2120.0,1
8337,747,F,PhD,71,Other,77,80,Assist,0,2247.0,1
8338,747,F,PhD,71,Other,77,81,Assist,0,2460.0,1
8339,747,F,PhD,71,Other,77,82,Assist,0,2567.0,1
8340,747,F,PhD,71,Other,77,83,Assoc,0,2826.667,2
8341,747,F,PhD,71,Other,77,84,Assoc,0,2935.0,2
8342,747,F,PhD,71,Other,77,85,Assoc,0,2935.0,2
8343,747,F,PhD,71,Other,77,86,Assoc,0,3293.0,2
8344,747,F,PhD,71,Other,77,87,Assoc,0,3458.0,2
8345,747,F,PhD,71,Other,77,88,Assoc,0,3715.0,2
8346,747,F,PhD,71,Other,77,89,Full,0,4269.0,3
8347,747,F,PhD,71,Other,77,90,Full,0,4468.0,3
8348,747,F,PhD,71,Other,77,91,Full,0,4676.0,3
8349,747,F,PhD,71,Other,77,92,Full,0,4743.0,3
8350,747,F,PhD,71,Other,77,93,Full,0,4812.0,3
8351,747,F,PhD,71,Other,77,94,Full,0,4812.0,3
8352,747,F,PhD,71,Other,77,95,Full,0,5794.0,3
8353,749,M,PhD,72,Arts,76,76,Assist,0,1502.0,1
8354,749,M,PhD,72,Arts,76,77,Assist,0,1644.0,1
8355,749,M,PhD,72,Arts,76,78,Assist,0,1717.0,1
8356,749,M,PhD,72,Arts,76,79,Assist,0,1999.0,1
8357,749,M,PhD,72,Arts,76,80,Assoc,0,2162.0,2
8358,749,M,PhD,72,Arts,76,81,Assoc,0,2460.0,2
8359,749,M,PhD,72,Arts,76,82,Assoc,0,2680.0,2
8360,749,M,PhD,72,Arts,76,83,Assoc,0,2827.0,2
8361,749,M,PhD,72,Arts,76,84,Assoc,0,2977.0,2
8362,749,M,PhD,72,Arts,76,85,Assoc,0,2977.0,2
8363,749,M,PhD,72,Arts,76,86,Assoc,0,3066.0,2
8364,749,M,PhD,72,Arts,76,87,Assoc,0,3220.0,2
8365,749,M,PhD,72,Arts,76,88,Assoc,0,3313.0,2
8366,749,M,PhD,72,Arts,76,89,Assoc,0,3700.0,2
8367,749,M,PhD,72,Arts,76,90,Assoc,0,3764.0,2
8368,749,M,PhD,72,Arts,76,91,Assoc,0,3828.0,2
8369,749,M,PhD,72,Arts,76,92,Assoc,0,3939.0,2
8370,749,M,PhD,72,Arts,76,93,Assoc,0,3939.0,2
8371,749,M,PhD,72,Arts,76,94,Assoc,0,3939.0,2
8372,749,M,PhD,72,Arts,76,95,Assoc,0,3939.0,2
8373,751,M,PhD,65,Prof,67,76,Assoc,0,2232.0,2
8374,751,M,PhD,65,Prof,67,77,Full,0,2544.0,3
8375,751,M,PhD,65,Prof,67,78,Full,0,2714.0,3
8376,751,M,PhD,65,Prof,67,79,Full,0,3219.0,3
8377,751,M,PhD,65,Prof,67,80,Full,0,3548.0,3
8378,751,M,PhD,65,Prof,67,81,Full,0,4174.0,3
8379,751,M,PhD,65,Prof,67,82,Full,0,4817.0,3
8380,751,M,PhD,65,Prof,67,83,Full,0,5155.0,3
8381,751,M,PhD,65,Prof,67,84,Full,0,5585.0,3
8382,751,M,PhD,65,Prof,67,85,Full,0,5585.0,3
8383,751,M,PhD,65,Prof,67,86,Full,0,6925.0,3
8384,751,M,PhD,65,Prof,67,87,Full,0,7272.0,3
