case,id,sex,deg,yrdeg,field,startyr,year,rank,admin,salary,first_associate_year,promotion_year
9698,860,F,PhD,74,Other,77,79,Assist,0,2202.0,80,88
9699,860,F,PhD,74,Other,77,80,Assoc,0,2376.0,80,88
9700,860,F,PhD,74,Other,77,81,Assoc,0,2605.0,80,88
9701,860,F,PhD,74,Other,77,82,Assoc,0,2605.0,80,88
9702,860,F,PhD,74,Other,77,83,Assoc,0,2827.0,80,88
9703,860,F,PhD,74,Other,77,84,Assoc,0,3290.0,80,88
9704,860,F,PhD,74,Other,77,85,Assoc,0,3290.0,80,88
9705,860,F,PhD,74,Other,77,86,Assoc,0,3640.0,80,88
9706,860,F,PhD,74,Other,77,87,Assoc,0,3822.0,80,88
9707,860,F,PhD,74,Other,77,88,Full,0,4165.0,80,88
9708,860,F,PhD,74,Other,77,89,Full,0,4651.0,80,88
9709,860,F,PhD,74,Other,77,90,Full,0,4939.0,80,88
9710,860,F,PhD,74,Other,77,91,Full,1,5318.0,80,88
9711,860,F,PhD,74,Other,77,92,Full,0,5472.0,80,88
9712,860,F,PhD,74,Other,77,93,Full,0,5794.0,80,88
9713,860,F,PhD,74,Other,77,94,Full,0,5794.0,80,88
9714,860,F,PhD,74,Other,77,95,Full,0,6223.0,80,88
9725,863,M,PhD,78,Other,78,78,Assist,0,2112.0,84,90
9726,863,M,PhD,78,Other,78,79,Assist,0,2346.0,84,90
9727,863,M,PhD,78,Other,78,80,Assist,0,2613.0,84,90
9728,863,M,PhD,78,Other,78,81,Assist,0,3005.0,84,90
9729,863,M,PhD,78,Other,78,82,Assist,0,3417.0,84,90
9730,863,M,PhD,78,Other,78,83,Assist,0,3928.0,84,90
9731,863,M,PhD,78,Other,78,84,Assoc,0,4378.0,84,90
9732,863,M,PhD,78,Other,78,85,Assoc,0,4378.0,84,90
9733,863,M,PhD,78,Other,78,86,Assoc,0,5354.0,84,90
9734,863,M,PhD,78,Other,78,87,Assoc,0,5623.0,84,90
9735,863,M,PhD,78,Other,78,88,Assoc,0,5953.0,84,90
9736,863,M,PhD,78,Other,78,89,Assoc,0,6745.0,84,90
9737,863,M,PhD,78,Other,78,90,Full,0,7583.0,84,90
9738,863,M,PhD,78,Other,78,91,Full,0,8523.0,84,90
9739,863,M,PhD,78,Other,78,92,Full,0,9025.0,84,90
9740,863,M,PhD,78,Other,78,93,Full,0,10604.0,84,90
9741,863,M,PhD,78,Other,78,94,Full,0,10604.0,84,90
9742,863,M,PhD,78,Other,78,95,Full,0,10316.0,84,90
9767,866,F,PhD,73,Arts,72,76,Assist,0,1412.0,79,83
9768,866,F,PhD,73,Arts,72,77,Assist,0,1536.0,79,83
9769,866,F,PhD,73,Arts,72,78,Assist,0,1644.0,79,83
9770,866,F,PhD,73,Arts,72,79,Assoc,0,2038.667,79,83
9771,866,F,PhD,73,Arts,72,80,Assoc,0,2205.0,79,83
9772,866,F,PhD,73,Arts,72,81,Assoc,0,2425.0,79,83
9773,866,F,PhD,73,Arts,72,82,Assoc,0,2532.0,79,83
9774,866,F,PhD,73,Arts,72,83,Full,0,3092.0,79,83
9775,866,F,PhD,73,Arts,72,84,Full,0,3337.0,79,83
9776,866,F,PhD,73,Arts,72,85,Full,0,3337.0,79,83
9777,866,F,PhD,73,Arts,72,86,Full,0,3909.0,79,83
9778,866,F,PhD,73,Arts,72,87,Full,0,4105.0,79,83
9779,866,F,PhD,73,Arts,72,88,Full,0,4669.0,79,83
9780,866,F,PhD,73,Arts,72,89,Full,0,6370.0,79,83
9781,866,F,PhD,73,Arts,72,90,Full,0,6480.0,79,83
9782,866,F,PhD,73,Arts,72,91,Full,0,7388.0,79,83
9783,866,F,PhD,73,Arts,72,92,Full,0,7602.0,79,83
9784,866,F,PhD,73,Arts,72,93,Full,0,7823.0,79,83
9785,866,F,PhD,73,Arts,72,94,Full,0,8049.0,79,83
9786,866,F,PhD,73,Arts,72,95,Full,0,8283.0,79,83
9869,872,M,PhD,59,Other,65,76,Assoc,0,2089.0,76,79
9870,872,M,PhD,59,Other,65,77,Assoc,0,2296.0,76,79
9871,872,M,PhD,59,Other,65,78,Assoc,0,2378.0,76,79
9872,872,M,PhD,59,Other,65,79,Full,0,2715.0,76,79
9873,872,M,PhD,59,Other,65,80,Full,0,2964.0,76,79
9874,872,M,PhD,59,Other,65,81,Full,0,3322.0,76,79
9875,872,M,PhD,59,Other,65,82,Full,0,3551.515,76,79
9876,872,M,PhD,59,Other,65,83,Full,0,3710.0,76,79
9877,872,M,PhD,59,Other,65,84,Full,0,4195.0,76,79
9878,872,M,PhD,59,Other,65,85,Full,0,4195.0,76,79
9879,872,M,PhD,59,Other,65,86,Full,0,4321.0,76,79
9880,872,M,PhD,59,Other,65,87,Full,0,4538.0,76,79
9881,872,M,PhD,59,Other,65,88,Full,0,4669.0,76,79
9882,872,M,PhD,59,Other,65,89,Full,0,5116.176,76,79
9883,872,M,PhD,59,Other,65,90,Full,0,5381.0,76,79
9884,872,M,PhD,59,Other,65,91,Full,0,5712.0,76,79
9885,872,M,PhD,59,Other,65,92,Full,0,5878.0,76,79
9886,872,M,PhD,59,Other,65,93,Full,0,6048.0,76,79
9887,872,M,PhD,59,Other,65,94,Full,0,6048.0,76,79
9888,872,M,PhD,59,Other,65,95,Full,0,6223.0,76,79
9909,875,M,PhD,71,Other,74,76,Assoc,0,2517.0,76,79
9910,875,M,PhD,71,Other,74,77,Assoc,0,2714.0,76,79
9911,875,M,PhD,71,Other,74,78,Assoc,0,2844.0,76,79
9912,875,M,PhD,71,Other,74,79,Full,0,3300.0,76,79
9913,875,M,PhD,71,Other,74,80,Full,0,3496.0,76,79
9914,875,M,PhD,71,Other,74,81,Full,0,3943.0,76,79
9915,875,M,PhD,71,Other,74,82,Full,0,4057.0,76,79
9916,875,M,PhD,71,Other,74,83,Full,1,4664.0,76,79
9917,875,M,PhD,71,Other,74,84,Full,1,5052.0,76,79
9918,875,M,PhD,71,Other,74,85,Full,1,5052.0,76,79
9919,875,M,PhD,71,Other,74,86,Full,1,5509.0,76,79
9920,875,M,PhD,71,Other,74,87,Full,1,5786.0,76,79
9921,875,M,PhD,71,Other,74,88,Full,0,6126.0,76,79
9922,875,M,PhD,71,Other,74,89,Full,0,6555.0,76,79
9923,875,M,PhD,71,Other,74,90,Full,0,6861.0,76,79
9924,875,M,PhD,71,Other,74,91,Full,0,7180.0,76,79
9925,875,M,PhD,71,Other,74,92,Full,0,7388.0,76,79
9926,875,M,PhD,71,Other,74,93,Full,0,7602.0,76,79
9927,875,M,PhD,71,Other,74,94,Full,0,7602.0,76,79
9928,875,M,PhD,71,Other,74,95,Full,0,7823.0,76,79
9938,878,M,PhD,66,Other,66,76,Assoc,0,1857.0,76,93
9939,878,M,PhD,66,Other,66,77,Assoc,0,2006.0,76,93
9940,878,M,PhD,66,Other,66,78,Assoc,0,2105.0,76,93
9941,878,M,PhD,66,Other,66,79,Assoc,0,2327.0,76,93
9942,878,M,PhD,66,Other,66,80,Assoc,0,2513.0,76,93
9943,878,M,PhD,66,Other,66,81,Assoc,0,2758.0,76,93
9944,878,M,PhD,66,Other,66,82,Assoc,0,2758.0,76,93
9945,878,M,PhD,66,Other,66,83,Assoc,0,2910.0,76,93
9946,878,M,PhD,66,Other,66,84,Assoc,1,3152.0,76,93
9947,878,M,PhD,66,Other,66,85,Assoc,1,3152.0,76,93
9948,878,M,PhD,66,Other,66,86,Assoc,1,3246.0,76,93
9949,878,M,PhD,66,Other,66,87,Assoc,1,3409.0,76,93
9950,878,M,PhD,66,Other,66,88,Assoc,0,3409.0,76,93
9951,878,M,PhD,66,Other,66,89,Assoc,1,3648.0,76,93
9952,878,M,PhD,66,Other,66,90,Assoc,1,3818.0,76,93
9953,878,M,PhD,66,Other,66,91,Assoc,0,3996.0,76,93
9954,878,M,PhD,66,Other,66,92,Assoc,0,4112.0,76,93
9955,878,M,PhD,66,Other,66,93,Full,0,4676.0,76,93
9956,878,M,PhD,66,Other,66,94,Full,0,4676.0,76,93
9957,878,M,PhD,66,Other,66,95,Full,0,4951.0,76,93
9978,880,M,PhD,65,Other,72,76,Assoc,0,1751.0,76,81
9979,880,M,PhD,65,Other,72,77,Assoc,0,1958.0,76,81
9980,880,M,PhD,65,Other,72,78,Assoc,0,2068.0,76,81
9981,880,M,PhD,65,Other,72,79,Assoc,0,2351.515,76,81
9982,880,M,PhD,65,Other,72,80,Assoc,0,2505.0,76,81
9983,880,M,PhD,65,Other,72,81,Full,0,2834.0,76,81
9984,880,M,PhD,65,Other,72,82,Full,0,2834.0,76,81
9985,880,M,PhD,65,Other,72,83,Full,0,3077.0,76,81
9986,880,M,PhD,65,Other,72,84,Full,0,3381.0,76,81
9987,880,M,PhD,65,Other,72,85,Full,0,3381.0,76,81
9988,880,M,PhD,65,Other,72,86,Full,0,3904.0,76,81
9989,880,M,PhD,65,Other,72,87,Full,0,4101.0,76,81
9990,880,M,PhD,65,Other,72,88,Full,0,4281.0,76,81
9991,880,M,PhD,65,Other,72,89,Full,0,4580.0,76,81
9992,880,M,PhD,65,Other,72,90,Full,0,4863.0,76,81
9993,880,M,PhD,65,Other,72,91,Full,0,5162.0,76,81
9994,880,M,PhD,65,Other,72,92,Full,0,5388.0,76,81
9995,880,M,PhD,65,Other,72,93,Full,0,5544.0,76,81
9996,880,M,PhD,65,Other,72,94,Full,0,5544.0,76,81
9997,880,M,PhD,65,Other,72,95,Full,0,5787.0,76,81
10072,887,F,PhD,73,Other,73,76,Assoc,0,1694.0,76,78
10073,887,F,PhD,73,Other,73,77,Assoc,0,1921.0,76,78
10074,887,F,PhD,73,Other,73,78,Full,0,2280.0,76,78
10075,887,F,PhD,73,Other,73,79,Full,0,2583.0,76,78
10076,887,F,PhD,73,Other,73,80,Full,0,3000.0,76,78
10077,887,F,PhD,73,Other,73,81,Full,0,3614.0,76,78
10078,887,F,PhD,73,Other,73,83,Full,1,4548.0,76,78
10079,887,F,PhD,73,Other,73,84,Full,1,5052.0,76,78
10080,887,F,PhD,73,Other,73,85,Full,1,5052.0,76,78
10081,887,F,PhD,73,Other,73,86,Full,1,5669.0,76,78
10082,887,F,PhD,73,Other,73,87,Full,1,5669.0,76,78
10083,887,F,PhD,73,Other,73,88,Full,1,6675.0,76,78
10084,887,F,PhD,73,Other,73,89,Full,1,7244.0,76,78
10085,887,F,PhD,73,Other,73,90,Full,0,7679.0,76,78
10086,887,F,PhD,73,Other,73,91,Full,0,7810.0,76,78
10087,887,F,PhD,73,Other,73,92,Full,0,7935.0,76,78
10088,887,F,PhD,73,Other,73,93,Full,0,8165.0,76,78
10089,887,F,PhD,73,Other,73,94,Full,0,8165.0,76,78
10090,887,F,PhD,73,Other,73,95,Full,0,8402.0,76,78
10127,892,M,PhD,83,Other,87,87,Assist,0,3612.0,90,94
10128,892,M,PhD,83,Other,87,88,Assist,0,3612.0,90,94
10129,892,M,PhD,83,Other,87,89,Assist,0,3863.0,90,94
10130,892,M,PhD,83,Other,87,90,Assoc,0,4220.0,90,94
10131,892,M,PhD,83,Other,87,91,Assoc,0,4480.0,90,94
10132,892,M,PhD,83,Other,87,92,Assoc,0,4676.0,90,94
10133,892,M,PhD,83,Other,87,93,Assoc,0,4812.0,90,94
10134,892,M,PhD,83,Other,87,94,Full,0,4951.0,90,94
10135,892,M,PhD,83,Other,87,95,Full,0,5318.0,90,94
10174,895,M,PhD,75,Prof,78,78,Assist,0,1900.0,81,94
10175,895,M,PhD,75,Prof,78,79,Assist,0,2085.0,81,94
10176,895,M,PhD,75,Prof,78,80,Assist,0,2231.0,81,94
10177,895,M,PhD,75,Prof,78,81,Assoc,0,2532.0,81,94
10178,895,M,PhD,75,Prof,78,82,Assoc,0,2642.0,81,94
10179,895,M,PhD,75,Prof,78,83,Assoc,0,2787.0,81,94
10180,895,M,PhD,75,Prof,78,84,Assoc,0,3107.0,81,94
10181,895,M,PhD,75,Prof,78,85,Assoc,0,4135.0,81,94
10182,895,M,PhD,75,Prof,78,86,Assoc,0,4259.0,81,94
10183,895,M,PhD,75,Prof,78,87,Assoc,0,4473.0,81,94
10184,895,M,PhD,75,Prof,78,88,Assoc,0,4473.0,81,94
10185,895,M,PhD,75,Prof,78,89,Assoc,0,4786.0,81,94
10186,895,M,PhD,75,Prof,78,90,Assoc,0,4939.0,81,94
10187,895,M,PhD,75,Prof,78,91,Assoc,0,5095.0,81,94
10188,895,M,PhD,75,Prof,78,92,Assoc,0,5242.0,81,94
10189,895,M,PhD,75,Prof,78,93,Assoc,0,5394.0,81,94
10190,895,M,PhD,75,Prof,78,94,Full,0,5551.0,81,94
10191,895,M,PhD,75,Prof,78,95,Full,0,5712.0,81,94
10213,898,M,PhD,78,Other,79,79,Assist,0,1944.0,86,92
10214,898,M,PhD,78,Other,79,80,Assist,0,2099.0,86,92
10215,898,M,PhD,78,Other,79,81,Assist,0,2321.0,86,92
10216,898,M,PhD,78,Other,79,82,Assist,0,2528.0,86,92
10217,898,M,PhD,78,Other,79,83,Assist,0,2745.0,86,92
10218,898,M,PhD,78,Other,79,84,Assist,0,3016.0,86,92
10219,898,M,PhD,78,Other,79,85,Assist,0,3016.0,86,92
10220,898,M,PhD,78,Other,79,86,Assoc,0,3482.0,86,92
10221,898,M,PhD,78,Other,79,87,Assoc,0,3658.0,86,92
10222,898,M,PhD,78,Other,79,88,Assoc,0,3873.0,86,92
10223,898,M,PhD,78,Other,79,89,Assoc,0,4326.0,86,92
10224,898,M,PhD,78,Other,79,90,Assoc,0,4794.0,86,92
10225,898,M,PhD,78,Other,79,91,Assoc,1,5624.0,86,92
10226,898,M,PhD,78,Other,79,92,Full,1,6396.0,86,92
10227,898,M,PhD,78,Other,79,93,Full,0,6216.0,86,92
10228,898,M,PhD,78,Other,79,94,Full,0,6216.0,86,92
10229,898,M,PhD,78,Other,79,95,Full,0,6958.0,86,92
10282,905,M,PhD,67,Other,65,76,Assoc,0,2232.0,76,77
10283,905,M,PhD,67,Other,65,77,Full,0,2586.0,76,77
10284,905,M,PhD,67,Other,65,78,Full,0,2828.788,76,77
10285,905,M,PhD,67,Other,65,79,Full,0,3079.0,76,77
10286,905,M,PhD,67,Other,65,80,Full,0,3398.0,76,77
10287,905,M,PhD,67,Other,65,81,Full,0,3777.0,76,77
10288,905,M,PhD,67,Other,65,82,Full,0,3943.0,76,77
10289,905,M,PhD,67,Other,65,83,Full,0,4160.0,76,77
10290,905,M,PhD,67,Other,65,84,Full,0,4571.0,76,77
10291,905,M,PhD,67,Other,65,85,Full,1,4908.0,76,77
10292,905,M,PhD,67,Other,65,86,Full,1,5751.0,76,77
10293,905,M,PhD,67,Other,65,87,Full,1,6039.0,76,77
10294,905,M,PhD,67,Other,65,88,Full,1,6486.0,76,77
10295,905,M,PhD,67,Other,65,89,Full,1,7142.0,76,77
10296,905,M,PhD,67,Other,65,90,Full,0,7546.269,76,77
10297,905,M,PhD,67,Other,65,91,Full,0,8049.0,76,77
10298,905,M,PhD,67,Other,65,92,Full,0,8283.0,76,77
10299,905,M,PhD,67,Other,65,93,Full,0,8770.0,76,77
10300,905,M,PhD,67,Other,65,94,Full,0,8770.0,76,77
10301,905,M,PhD,67,Other,65,95,Full,0,9025.0,76,77
10324,908,M,PhD,79,Prof,80,80,Assist,0,4500.0,87,93
10325,908,M,PhD,79,Prof,80,81,Assist,0,2630.0,87,93
10326,908,M,PhD,79,Prof,80,83,Assist,0,3406.0,87,93
10327,908,M,PhD,79,Prof,80,84,Assist,0,4077.0,87,93
10328,908,M,PhD,79,Prof,80,85,Assist,0,4077.0,87,93
10329,908,M,PhD,79,Prof,80,86,Assist,0,4641.0,87,93
10330,908,M,PhD,79,Prof,80,87,Assoc,0,5015.0,87,93
10331,908,M,PhD,79,Prof,80,88,Assoc,0,5160.0,87,93
10332,908,M,PhD,79,Prof,80,89,Assoc,0,5682.0,87,93
10333,908,M,PhD,79,Prof,80,90,Assoc,0,6297.0,87,93
10334,908,M,PhD,79,Prof,80,91,Assoc,0,6590.0,87,93
10335,908,M,PhD,79,Prof,80,92,Assoc,0,6878.0,87,93
10336,908,M,PhD,79,Prof,80,93,Full,0,7283.0,87,93
10337,908,M,PhD,79,Prof,80,94,Full,0,7283.0,87,93
10338,908,M,PhD,79,Prof,80,95,Full,0,7494.0,87,93
10427,917,M,PhD,72,Other,76,76,Assist,0,1818.0,78,83
10428,917,M,PhD,72,Other,76,77,Assist,0,2046.0,78,83
10429,917,M,PhD,72,Other,76,78,Assoc,0,2149.0,78,83
10430,917,M,PhD,72,Other,76,79,Assoc,0,2382.0,78,83
10431,917,M,PhD,72,Other,76,80,Assoc,0,2560.0,78,83
10432,917,M,PhD,72,Other,76,81,Assoc,0,2834.0,78,83
10433,917,M,PhD,72,Other,76,82,Assoc,0,2917.0,78,83
10434,917,M,PhD,72,Other,76,83,Full,0,3167.0,78,83
10435,917,M,PhD,72,Other,76,84,Full,0,3287.0,78,83
10436,917,M,PhD,72,Other,76,85,Full,0,3287.0,78,83
10437,917,M,PhD,72,Other,76,86,Full,0,3384.0,78,83
10438,917,M,PhD,72,Other,76,87,Full,0,3555.0,78,83
10439,917,M,PhD,72,Other,76,88,Full,0,3606.0,78,83
10440,917,M,PhD,72,Other,76,89,Full,0,3970.0,78,83
10441,917,M,PhD,72,Other,76,90,Full,0,4038.0,78,83
10442,917,M,PhD,72,Other,76,91,Full,0,4165.0,78,83
10443,917,M,PhD,72,Other,76,92,Full,0,4286.0,78,83
10444,917,M,PhD,72,Other,76,93,Full,0,4348.0,78,83
10445,917,M,PhD,72,Other,76,94,Full,0,4348.0,78,83
10446,917,M,PhD,72,Other,76,95,Full,0,5423.0,78,83
10452,919,M,PhD,75,Other,88,88,Assoc,1,4533.0,88,95
10453,919,M,PhD,75,Other,88,89,Assoc,1,4712.0,88,95
10454,919,M,PhD,75,Other,88,90,Assoc,1,5004.0,88,95
10455,919,M,PhD,75,Other,88,91,Assoc,1,5311.0,88,95
10456,919,M,PhD,75,Other,88,92,Assoc,1,5465.0,88,95
10457,919,M,PhD,75,Other,88,93,Assoc,1,5705.0,88,95
10458,919,M,PhD,75,Other,88,94,Assoc,1,5705.0,88,95
10459,919,M,PhD,75,Other,88,95,Full,1,6305.0,88,95
10460,920,M,PhD,77,Other,82,82,Assist,0,2567.0,88,95
10461,920,M,PhD,77,Other,82,83,Assist,0,2708.0,88,95
10462,920,M,PhD,77,Other,82,84,Assist,0,2892.0,88,95
10463,920,M,PhD,77,Other,82,85,Assist,0,2892.0,88,95
10464,920,M,PhD,77,Other,82,86,Assist,0,3341.0,88,95
10465,920,M,PhD,77,Other,82,87,Assist,0,3508.0,88,95
10466,920,M,PhD,77,Other,82,88,Assoc,0,3715.0,88,95
10467,920,M,PhD,77,Other,82,89,Assoc,0,4032.0,88,95
10468,920,M,PhD,77,Other,82,90,Assoc,0,4220.0,88,95
10469,920,M,PhD,77,Other,82,91,Assoc,0,4480.0,88,95
10470,920,M,PhD,77,Other,82,92,Assoc,0,4610.0,88,95
10471,920,M,PhD,77,Other,82,93,Assoc,0,4743.0,88,95
10472,920,M,PhD,77,Other,82,94,Assoc,0,4743.0,88,95
10473,920,M,PhD,77,Other,82,95,Full,0,5168.0,88,95
10474,921,M,PhD,77,Prof,77,77,Assist,0,1822.0,81,85
10475,921,M,PhD,77,Prof,77,78,Assist,0,1980.0,81,85
10476,921,M,PhD,77,Prof,77,79,Assist,0,2327.0,81,85
10477,921,M,PhD,77,Prof,77,80,Assist,0,2552.0,81,85
10478,921,M,PhD,77,Prof,77,81,Assoc,0,3048.0,81,85
10479,921,M,PhD,77,Prof,77,82,Assoc,0,3369.0,81,85
10480,921,M,PhD,77,Prof,77,83,Assoc,0,3764.0,81,85
10481,921,M,PhD,77,Prof,77,84,Assoc,0,4195.0,81,85
10482,921,M,PhD,77,Prof,77,85,Full,0,4317.0,81,85
10483,921,M,PhD,77,Prof,77,86,Full,0,5588.0,81,85
10484,921,M,PhD,77,Prof,77,87,Full,0,5869.0,81,85
10485,921,M,PhD,77,Prof,77,88,Full,0,6126.0,81,85
10486,921,M,PhD,77,Prof,77,89,Full,0,6940.0,81,85
10487,921,M,PhD,77,Prof,77,90,Full,0,8145.0,81,85
10488,921,M,PhD,77,Prof,77,91,Full,0,8523.0,81,85
10489,921,M,PhD,77,Prof,77,92,Full,0,8896.0,81,85
10490,921,M,PhD,77,Prof,77,93,Full,0,9154.0,81,85
10491,921,M,PhD,77,Prof,77,94,Full,0,9154.0,81,85
10492,921,M,PhD,77,Prof,77,95,Full,0,9693.0,81,85
10505,924,M,PhD,82,Other,85,85,Assist,0,2892.0,88,95
10506,924,M,PhD,82,Other,85,86,Assist,0,2980.0,88,95
10507,924,M,PhD,82,Other,85,87,Assist,0,3129.0,88,95
10508,924,M,PhD,82,Other,85,88,Assoc,0,3409.0,88,95
10509,924,M,PhD,82,Other,85,89,Assoc,0,3808.0,88,95
10510,924,M,PhD,82,Other,85,90,Assoc,0,4160.0,88,95
10511,924,M,PhD,82,Other,85,91,Assoc,0,4480.0,88,95
10512,924,M,PhD,82,Other,85,92,Assoc,0,4743.0,88,95
10513,924,M,PhD,82,Other,85,93,Assoc,0,4951.0,88,95
10514,924,M,PhD,82,Other,85,94,Assoc,0,4951.0,88,95
10515,924,M,PhD,82,Other,85,95,Full,0,5538.0,88,95
10516,925,F,PhD,77,Other,78,78,Assoc,0,1959.0,78,84
10517,925,F,PhD,77,Other,78,79,Assoc,0,2214.0,78,84
10518,925,F,PhD,77,Other,78,80,Assoc,0,2358.0,78,84
10519,925,F,PhD,77,Other,78,81,Assoc,0,2639.0,78,84
10520,925,F,PhD,77,Other,78,82,Assoc,0,2794.0,78,84
10521,925,F,PhD,77,Other,78,83,Assoc,0,3122.0,78,84
10522,925,F,PhD,77,Other,78,84,Full,0,3790.0,78,84
10523,925,F,PhD,77,Other,78,85,Full,0,3790.0,78,84
10524,925,F,PhD,77,Other,78,86,Full,0,4194.0,78,84
10525,925,F,PhD,77,Other,78,87,Full,0,4405.0,78,84
10526,925,F,PhD,77,Other,78,88,Full,0,4664.0,78,84
10527,925,F,PhD,77,Other,78,89,Full,0,5208.0,78,84
10528,925,F,PhD,77,Other,78,90,Full,0,5610.0,78,84
10529,925,F,PhD,77,Other,78,91,Full,0,6040.0,78,84
10530,925,F,PhD,77,Other,78,92,Full,0,6216.0,78,84
10531,925,F,PhD,77,Other,78,93,Full,0,6581.0,78,84
10532,925,F,PhD,77,Other,78,94,Full,0,6581.0,78,84
10533,925,F,PhD,77,Other,78,95,Full,0,6870.0,78,84
10535,927,M,PhD,79,Prof,91,91,Assoc,0,6223.0,91,95
10536,927,M,PhD,79,Prof,91,92,Assoc,0,6404.0,91,95
10537,927,M,PhD,79,Prof,91,93,Assoc,0,6590.0,91,95
10538,927,M,PhD,79,Prof,91,94,Assoc,0,6590.0,91,95
10539,927,M,PhD,79,Prof,91,95,Full,0,7078.0,91,95
10544,929,M,PhD,67,Other,70,76,Assoc,0,1946.0,76,81
10545,929,M,PhD,67,Other,70,77,Assoc,0,2176.0,76,81
10546,929,M,PhD,67,Other,70,78,Assoc,0,2296.0,76,81
10547,929,M,PhD,67,Other,70,79,Assoc,0,2583.0,76,81
10548,929,M,PhD,67,Other,70,80,Assoc,0,2869.0,76,81
10549,929,M,PhD,67,Other,70,81,Full,0,3369.0,76,81
10550,929,M,PhD,67,Other,70,82,Full,0,3369.0,76,81
10551,929,M,PhD,67,Other,70,83,Full,0,3764.0,76,81
10552,929,M,PhD,67,Other,70,84,Full,0,4018.0,76,81
10553,929,M,PhD,67,Other,70,85,Full,0,4018.0,76,81
10554,929,M,PhD,67,Other,70,86,Full,0,4844.0,76,81
10555,929,M,PhD,67,Other,70,87,Full,0,5087.0,76,81
10556,929,M,PhD,67,Other,70,88,Full,0,5160.0,76,81
10557,929,M,PhD,67,Other,70,89,Full,0,5682.0,76,81
10558,929,M,PhD,67,Other,70,90,Full,1,6668.0,76,81
10559,929,M,PhD,67,Other,70,91,Full,1,6977.0,76,81
10560,929,M,PhD,67,Other,70,92,Full,1,7180.0,76,81
10561,929,M,PhD,67,Other,70,93,Full,1,7388.0,76,81
10562,929,M,PhD,67,Other,70,94,Full,1,7388.0,76,81
10563,929,M,PhD,67,Other,70,95,Full,1,7823.0,76,81
10564,930,M,PhD,65,Prof,67,76,Assoc,0,2018.0,76,78
10565,930,M,PhD,65,Prof,67,77,Assoc,0,2216.0,76,78
10566,930,M,PhD,65,Prof,67,78,Full,0,2378.0,76,78
10567,930,M,PhD,65,Prof,67,79,Full,0,2627.0,76,78
10568,930,M,PhD,65,Prof,67,80,Full,0,2824.0,76,78
10569,930,M,PhD,65,Prof,67,81,Full,0,3275.0,76,78
10570,930,M,PhD,65,Prof,67,82,Full,0,3417.0,76,78
10571,930,M,PhD,65,Prof,67,83,Full,0,3605.0,76,78
10572,930,M,PhD,65,Prof,67,84,Full,0,4077.0,76,78
10573,930,M,PhD,65,Prof,67,85,Full,0,4077.0,76,78
10574,930,M,PhD,65,Prof,67,86,Full,0,4199.0,76,78
10575,930,M,PhD,65,Prof,67,87,Full,0,4410.0,76,78
10576,930,M,PhD,65,Prof,67,88,Full,0,4473.0,76,78
10577,930,M,PhD,65,Prof,67,89,Full,0,5141.0,76,78
10578,930,M,PhD,65,Prof,67,90,Full,0,5780.0,76,78
10579,930,M,PhD,65,Prof,67,91,Full,0,5962.0,76,78
10580,930,M,PhD,65,Prof,67,92,Full,0,6223.0,76,78
10581,930,M,PhD,65,Prof,67,93,Full,0,6404.0,76,78
10582,930,M,PhD,65,Prof,67,94,Full,0,6404.0,76,78
10583,930,M,PhD,65,Prof,67,95,Full,0,6496.0,76,78
10646,939,M,PhD,68,Arts,60,76,Assoc,0,2005.882,76,86
10647,939,M,PhD,68,Arts,60,77,Assoc,0,2136.0,76,86
10648,939,M,PhD,68,Arts,60,78,Assoc,1,2256.0,76,86
10649,939,M,PhD,68,Arts,60,79,Assoc,0,2497.0,76,86
10650,939,M,PhD,68,Arts,60,80,Assoc,1,2642.0,76,86
10651,939,M,PhD,68,Arts,60,81,Assoc,1,2879.0,76,86
10652,939,M,PhD,68,Arts,60,82,Assoc,1,2879.0,76,86
10653,939,M,PhD,68,Arts,60,83,Assoc,1,3036.0,76,86
10654,939,M,PhD,68,Arts,60,84,Assoc,1,3197.0,76,86
10655,939,M,PhD,68,Arts,60,85,Assoc,1,3197.0,76,86
10656,939,M,PhD,68,Arts,60,86,Full,1,3909.0,76,86
10657,939,M,PhD,68,Arts,60,87,Full,1,4347.0,76,86
10658,939,M,PhD,68,Arts,60,88,Full,0,4410.0,76,86
10659,939,M,PhD,68,Arts,60,89,Full,0,4718.0,76,86
10660,939,M,PhD,68,Arts,60,90,Full,0,4939.0,76,86
10661,939,M,PhD,68,Arts,60,91,Full,0,5095.0,76,86
10662,939,M,PhD,68,Arts,60,92,Full,0,5168.0,76,86
10663,939,M,PhD,68,Arts,60,93,Full,0,5318.0,76,86
10664,939,M,PhD,68,Arts,60,94,Full,1,5318.0,76,86
10665,939,M,PhD,68,Arts,60,95,Full,0,5394.0,76,86
10710,944,M,PhD,68,Arts,69,76,Assist,0,1683.0,77,85
10711,944,M,PhD,68,Arts,69,77,Assoc,0,1956.604,77,85
10712,944,M,PhD,68,Arts,69,78,Assoc,0,2019.0,77,85
10713,944,M,PhD,68,Arts,69,79,Assoc,0,2285.0,77,85
10714,944,M,PhD,68,Arts,69,80,Assoc,0,2507.0,77,85
10715,944,M,PhD,68,Arts,69,81,Assoc,0,2838.0,77,85
10716,944,M,PhD,68,Arts,69,82,Assoc,0,3048.0,77,85
10717,944,M,PhD,68,Arts,69,83,Assoc,0,3216.0,77,85
